Latitude,Longitude,Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
51.49224823,-0.147114753,WMD,PM2.5,10/11/2025 0:00,3,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,11/11/2025 0:00,5,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,12/11/2025 0:00,6,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,13/11/2025 00:00,8,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,14/11/2025 00:00,14,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,15/11/2025 00:00,9,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,16/11/2025 00:00,4,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,17/11/2025 00:00,7,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,18/11/2025 00:00,8,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,19/11/2025 00:00,4,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,20/11/2025 00:00,6,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,21/11/2025 00:00,9,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,22/11/2025 00:00,4,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,23/11/2025 00:00,3,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,24/11/2025 00:00,3,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,25/11/2025 00:00,2,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,26/11/2025 00:00,4,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,27/11/2025 00:00,1,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,28/11/2025 00:00,1,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,29/11/2025 00:00,2,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,30/11/2025 00:00,3,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,1/12/2025 0:00,,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,2/12/2025 0:00,,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,3/12/2025 0:00,,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,4/12/2025 0:00,,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,5/12/2025 0:00,,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,6/12/2025 0:00,6,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,7/12/2025 0:00,4,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,8/12/2025 0:00,5,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,9/12/2025 0:00,5,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,10/12/2025 0:00,7,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,11/12/2025 0:00,5,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,12/12/2025 0:00,4,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,13/12/2025 00:00,7,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,14/12/2025 00:00,4,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,15/12/2025 00:00,6,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,16/12/2025 00:00,7,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,17/12/2025 00:00,8,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,18/12/2025 00:00,2,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,19/12/2025 00:00,5,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,20/12/2025 00:00,7,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,21/12/2025 00:00,9,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,22/12/2025 00:00,15,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,23/12/2025 00:00,11,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,24/12/2025 00:00,,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,25/12/2025 00:00,,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,26/12/2025 00:00,,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,27/12/2025 00:00,,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,28/12/2025 00:00,,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,29/12/2025 00:00,,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,30/12/2025 00:00,,ug/m3,P
51.49224823,-0.147114753,WMD,PM2.5,31/12/2025 00:00,8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,1/1/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,2/1/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,3/1/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,4/1/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,5/1/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,6/1/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,7/1/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,8/1/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,9/1/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,10/1/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,11/1/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,12/1/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,13/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,14/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,15/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,16/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,17/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,18/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,19/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,20/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,21/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,22/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,23/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,24/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,25/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,26/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,27/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,28/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,29/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,30/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,31/01/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,1/2/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,2/2/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,3/2/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,4/2/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,5/2/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,6/2/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,7/2/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,8/2/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,9/2/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,10/2/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,11/2/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,12/2/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,13/02/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,14/02/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,15/02/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,16/02/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,17/02/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,18/02/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,19/02/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,20/02/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,21/02/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,22/02/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,23/02/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,24/02/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,25/02/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,26/02/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,27/02/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,28/02/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,1/3/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,2/3/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,3/3/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,4/3/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,5/3/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,6/3/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,7/3/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,8/3/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,9/3/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,10/3/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,11/3/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,12/3/2025 0:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,13/03/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,14/03/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,15/03/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,16/03/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,17/03/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,18/03/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,19/03/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,20/03/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,21/03/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,22/03/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,23/03/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,24/03/2025 00:00,,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,25/03/2025 00:00,24.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,26/03/2025 00:00,12.7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,27/03/2025 00:00,11,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,28/03/2025 00:00,4.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,29/03/2025 00:00,4.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,30/03/2025 00:00,6.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,31/03/2025 00:00,5.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,1/4/2025 0:00,8.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,2/4/2025 0:00,11.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,3/4/2025 0:00,20.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,4/4/2025 0:00,23.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,5/4/2025 0:00,7.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,6/4/2025 0:00,6.1,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,7/4/2025 0:00,8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,8/4/2025 0:00,12.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,9/4/2025 0:00,7.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,10/4/2025 0:00,9.2,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,11/4/2025 0:00,16,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,12/4/2025 0:00,24,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,13/04/2025 00:00,9.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,14/04/2025 00:00,5.7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,15/04/2025 00:00,9.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,16/04/2025 00:00,3.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,17/04/2025 00:00,5.3,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,18/04/2025 00:00,8.3,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,19/04/2025 00:00,9.2,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,20/04/2025 00:00,7.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,21/04/2025 00:00,11.3,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,22/04/2025 00:00,5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,23/04/2025 00:00,3.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,24/04/2025 00:00,10.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,25/04/2025 00:00,9.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,26/04/2025 00:00,18.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,27/04/2025 00:00,19.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,28/04/2025 00:00,11.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,29/04/2025 00:00,14.2,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,30/04/2025 00:00,17.2,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,1/5/2025 0:00,19.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,2/5/2025 0:00,13,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,3/5/2025 0:00,10.7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,4/5/2025 0:00,5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,5/5/2025 0:00,4.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,6/5/2025 0:00,5.1,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,7/5/2025 0:00,5.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,8/5/2025 0:00,5.3,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,9/5/2025 0:00,7.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,10/5/2025 0:00,7.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,11/5/2025 0:00,9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,12/5/2025 0:00,8.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,13/05/2025 00:00,8.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,14/05/2025 00:00,8.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,15/05/2025 00:00,10.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,16/05/2025 00:00,11.7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,17/05/2025 00:00,7.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,18/05/2025 00:00,11.1,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,19/05/2025 00:00,8.7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,20/05/2025 00:00,6.1,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,21/05/2025 00:00,8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,22/05/2025 00:00,7.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,23/05/2025 00:00,7.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,24/05/2025 00:00,5.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,25/05/2025 00:00,3.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,26/05/2025 00:00,5.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,27/05/2025 00:00,4.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,28/05/2025 00:00,3.7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,29/05/2025 00:00,4.7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,30/05/2025 00:00,4.2,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,31/05/2025 00:00,4.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,1/6/2025 0:00,5.7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,2/6/2025 0:00,4.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,3/6/2025 0:00,5.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,4/6/2025 0:00,4.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,5/6/2025 0:00,4.1,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,6/6/2025 0:00,3.2,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,7/6/2025 0:00,2.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,8/6/2025 0:00,4.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,9/6/2025 0:00,20.3,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,10/6/2025 0:00,5.3,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,11/6/2025 0:00,8.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,12/6/2025 0:00,12.2,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,13/06/2025 00:00,8.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,14/06/2025 00:00,7.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,15/06/2025 00:00,5.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,16/06/2025 00:00,5.1,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,17/06/2025 00:00,5.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,18/06/2025 00:00,6.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,19/06/2025 00:00,10.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,20/06/2025 00:00,11.7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,21/06/2025 00:00,8.3,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,22/06/2025 00:00,6.3,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,23/06/2025 00:00,3.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,24/06/2025 00:00,5.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,25/06/2025 00:00,4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,26/06/2025 00:00,4.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,27/06/2025 00:00,4.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,28/06/2025 00:00,4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,29/06/2025 00:00,4.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,30/06/2025 00:00,5.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,1/7/2025 0:00,7.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,2/7/2025 0:00,5.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,3/7/2025 0:00,2.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,4/7/2025 0:00,5.2,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,5/7/2025 0:00,4.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,6/7/2025 0:00,3.7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,7/7/2025 0:00,4.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,8/7/2025 0:00,5.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,9/7/2025 0:00,3.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,10/7/2025 0:00,3.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,11/7/2025 0:00,5.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,12/7/2025 0:00,6.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,13/07/2025 00:00,6.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,14/07/2025 00:00,7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,15/07/2025 00:00,6.2,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,16/07/2025 00:00,4.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,17/07/2025 00:00,4.1,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,18/07/2025 00:00,5.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,19/07/2025 00:00,4.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,20/07/2025 00:00,3.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,21/07/2025 00:00,2.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,22/07/2025 00:00,2.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,23/07/2025 00:00,11.1,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,24/07/2025 00:00,7.7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,25/07/2025 00:00,9.1,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,26/07/2025 00:00,6.2,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,27/07/2025 00:00,5.3,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,28/07/2025 00:00,5.7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,29/07/2025 00:00,5.2,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,30/07/2025 00:00,5.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,31/07/2025 00:00,4.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,1/8/2025 0:00,4.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,2/8/2025 0:00,3.7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,3/8/2025 0:00,5.3,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,4/8/2025 0:00,4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,5/8/2025 0:00,4.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,6/8/2025 0:00,6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,7/8/2025 0:00,7.3,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,8/8/2025 0:00,7.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,9/8/2025 0:00,5.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,10/8/2025 0:00,14.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,11/8/2025 0:00,13.7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,12/8/2025 0:00,13.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,13/08/2025 00:00,16.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,14/08/2025 00:00,7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,15/08/2025 00:00,5.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,16/08/2025 00:00,8.3,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,17/08/2025 00:00,5.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,18/08/2025 00:00,4.1,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,19/08/2025 00:00,6.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,20/08/2025 00:00,6.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,21/08/2025 00:00,5.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,22/08/2025 00:00,4.1,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,23/08/2025 00:00,6.1,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,24/08/2025 00:00,4.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,25/08/2025 00:00,4.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,26/08/2025 00:00,6.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,27/08/2025 00:00,7.2,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,28/08/2025 00:00,4.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,29/08/2025 00:00,3.7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,30/08/2025 00:00,3.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,31/08/2025 00:00,6.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,1/9/2025 0:00,4.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,2/9/2025 0:00,4.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,3/9/2025 0:00,4.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,4/9/2025 0:00,3.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,5/9/2025 0:00,4.3,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,6/9/2025 0:00,5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,7/9/2025 0:00,4.7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,8/9/2025 0:00,3.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,9/9/2025 0:00,4.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,10/9/2025 0:00,3.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,11/9/2025 0:00,5.2,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,12/9/2025 0:00,4.7,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,13/09/2025 00:00,3.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,14/09/2025 00:00,4.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,15/09/2025 00:00,6.5,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,16/09/2025 00:00,4.2,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,17/09/2025 00:00,3.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,18/09/2025 00:00,4.1,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,19/09/2025 00:00,6.2,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,20/09/2025 00:00,6.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,21/09/2025 00:00,3.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,22/09/2025 00:00,5.1,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,23/09/2025 00:00,4.9,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,24/09/2025 00:00,3.8,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,25/09/2025 00:00,4.6,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,26/09/2025 00:00,7.4,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,27/09/2025 00:00,10.2,ug/m3,P
51.52229,-0.125889,BL0,PM2.5,28/09/2025 00:00,7.7,ug/m3,P
